train_mean,test_mean,cost_mean,train_sd,test_sd,cost_sd
1.0,1.0,0.7168280655215595,0.0,0.0,1.1102230246251565e-16
1.0,0.9600000000000002,0.7771643317819422,0.0,2.220446049250313e-16,0.0
0.9973333333333333,0.9960000000000001,0.641106311633955,0.007999999999999985,0.012000000000000009,0.00611538087389868
1.0,0.9600000000000002,0.7419109857130761,0.0,2.220446049250313e-16,1.1102230246251565e-16
1.0,0.9600000000000002,0.7418402054430324,0.0,2.220446049250313e-16,1.1102230246251565e-16
0.9746666666666666,0.992,0.7009881229659417,0.007180219742846015,0.023999999999999987,0.03183452797699077
0.9600000000000002,0.9200000000000002,0.7257825839777017,2.220446049250313e-16,1.1102230246251565e-16,0.0
0.9146666666666666,0.8880000000000001,0.7517790222605679,0.010666666666666692,0.06400000000000002,0.02643853724631944
0.9226666666666666,0.952,0.7205634836337307,0.005333333333333323,0.01599999999999997,0.027097726281494428
0.8946666666666667,0.756,0.8128380748970173,0.1128932632573303,0.13908270920570967,0.10381138661778987
0.9426666666666668,0.692,0.7487711040836506,0.006110100926607775,0.018330302779823327,0.0016221578307023515
0.8946666666666667,0.844,0.8293025845624855,0.0256124969497314,0.012000000000000009,0.055111945753456834
0.808,0.776,0.8732125947229417,0.053065996645686384,0.047999999999999994,0.032904220791686416
0.8533333333333333,0.8400000000000001,0.7800174982657795,1.1102230246251565e-16,1.1102230246251565e-16,1.1102230246251565e-16
0.8906666666666666,0.8,0.8700334698817382,0.007999999999999985,0.0,0.019393846398416334
0.8266666666666668,0.8560000000000001,0.7977219258168022,0.05872724145478732,0.072,0.0071711651482692556
0.6693333333333333,0.8400000000000001,1.057690995406465,0.07100547709703652,0.11027239001672177,0.09621904873972321
0.78,0.5640000000000001,0.8701866764608432,0.01366260102127944,0.011999999999999976,0.005935788552134192
0.788,0.7959999999999999,0.8769835639055911,0.051450083684199316,0.09871170143402451,0.026549031336410282
0.7666666666666666,0.78,0.8762845945009756,0.03333333333333338,0.020000000000000018,0.08700297634520598
0.692,0.6759999999999999,0.9700753543051228,0.05544166103011142,0.0417612260356422,0.029107932835495905
0.5346666666666666,0.524,1.3950985219039633,0.05639542928681761,0.1307822617941745,0.3546326056962084
0.6586666666666666,0.476,1.039528579287389,0.04308131845707604,0.09200000000000001,0.19702268590285849
0.592,0.508,0.9764059373381206,0.00884433277428105,0.036,0.03291144671490848
0.7066666666666667,0.6,0.9693215847006067,0.026666666666666616,0.03999999999999998,0.003930617889618959
0.6306666666666667,0.4959999999999999,1.0910575583240845,0.028000000000000014,0.07200000000000001,0.01912309479791143
0.5973333333333333,0.45600000000000007,1.1870203648207653,0.03199999999999999,0.047999999999999994,0.21719143120623768
0.6213333333333335,0.364,1.0850173046132154,0.016000000000000004,0.012000000000000009,0.014285837636139042
0.7253333333333334,0.548,1.0462243159273938,0.08048740412152836,0.05075431016179809,0.027870289292069743
0.5986666666666667,0.44000000000000006,1.095201723845149,0.003999999999999992,5.551115123125783e-17,1.5594744574687347e-05
0.6733333333333335,0.72,0.9766606583826916,0.050332229568471686,0.05656854249492379,0.19211294836482495
0.6213333333333333,0.4720000000000001,0.9865857806583529,0.010666666666666698,0.015999999999999993,0.02035113457373864
0.6106666666666667,0.6639999999999999,1.073944447919167,0.01768866554856214,0.04800000000000002,0.009554985716538594
0.568,0.5440000000000002,1.1677824725151602,0.006531972647421796,0.01959591794226544,0.015813492042311462
0.5706666666666667,0.31999999999999995,1.7454117111150649,0.005333333333333324,5.551115123125783e-17,0.009862250352082304
